invoice_id,customer_id,amount,issue_date,due_date,days_overdue,status
INV000387,CUST001337,42700.0,2026-04-11,2026-05-11,112,written_off
INV000388,CUST000752,65100.0,2026-03-09,2026-05-08,115,paid
INV000389,CUST006033,16300.0,2026-03-02,2026-04-01,152,written_off
INV000390,CUST006856,89800.0,2026-02-25,2026-03-27,157,overdue
INV000391,CUST009408,18300.0,2026-08-10,2026-10-09,-10,overdue
INV000392,CUST005563,16600.0,2026-02-13,2026-03-15,169,overdue
INV000393,CUST009569,74500.0,2026-05-18,2026-07-17,45,overdue
INV000394,CUST003134,302100.0,2026-08-01,2026-09-15,-10,not_yet_due
INV000395,CUST005370,62300.0,2026-02-22,2026-03-24,160,paid
INV000396,CUST002751,36400.0,2026-06-30,2026-07-30,32,paid
INV000397,CUST004382,94300.0,2026-03-06,2026-04-05,148,paid
INV000398,CUST000429,160700.0,2026-03-14,2026-03-29,155,overdue
INV000399,CUST001356,196400.0,2026-02-25,2026-03-27,157,paid
INV000400,CUST007209,22700.0,2026-03-30,2026-04-14,139,written_off
INV000401,CUST008592,90200.0,2026-04-15,2026-05-30,93,overdue
INV000402,CUST000968,25200.0,2026-08-06,2026-08-21,10,overdue
INV000403,CUST000791,36300.0,2026-05-10,2026-06-24,68,overdue
INV000404,CUST009252,51400.0,2026-04-06,2026-05-21,102,overdue
INV000405,CUST007766,141600.0,2026-02-14,2026-03-16,168,overdue
INV000406,CUST009215,129100.0,2026-03-10,2026-04-09,144,overdue
INV000407,CUST001511,8400.0,2026-07-09,2026-08-08,23,overdue
INV000408,CUST006555,25600.0,2026-03-27,2026-04-26,127,written_off
INV000409,CUST005912,22400.0,2026-06-06,2026-07-21,41,overdue
INV000410,CUST000987,54200.0,2026-06-17,2026-08-16,15,paid
INV000411,CUST006965,15200.0,2026-04-02,2026-05-02,121,written_off
INV000412,CUST005227,20500.0,2026-03-04,2026-04-03,150,overdue
INV000413,CUST000738,123500.0,2026-03-20,2026-04-19,134,overdue
INV000414,CUST005028,62200.0,2026-03-25,2026-05-09,114,paid
INV000415,CUST003801,47500.0,2026-04-11,2026-06-10,82,overdue
INV000416,CUST005212,94400.0,2026-07-28,2026-08-27,4,paid
INV000417,CUST001482,162100.0,2026-06-30,2026-07-15,47,paid
INV000418,CUST004208,249900.0,2026-03-30,2026-04-14,139,overdue
INV000419,CUST007531,5000.0,2026-07-08,2026-08-22,9,overdue
INV000420,CUST003176,80900.0,2026-05-21,2026-07-20,42,overdue
INV000421,CUST004591,332600.0,2026-06-03,2026-07-03,59,paid
INV000422,CUST006193,28400.0,2026-06-11,2026-07-11,51,written_off
INV000423,CUST006243,190300.0,2026-04-06,2026-05-06,117,overdue
INV000424,CUST009856,19100.0,2026-05-12,2026-05-27,96,overdue
INV000425,CUST007392,53000.0,2026-03-30,2026-05-29,94,paid
INV000426,CUST000545,6200.0,2026-04-30,2026-05-30,93,written_off
INV000427,CUST001499,138300.0,2026-06-24,2026-08-08,23,paid
INV000428,CUST006284,29700.0,2026-07-26,2026-08-10,21,overdue
INV000429,CUST001427,7600.0,2026-06-18,2026-08-02,29,written_off
INV000430,CUST002035,40200.0,2026-07-13,2026-08-27,4,written_off
INV000431,CUST002285,71300.0,2026-03-15,2026-04-14,139,paid
INV000432,CUST001297,39600.0,2026-02-26,2026-03-13,171,overdue
INV000433,CUST001329,141900.0,2026-05-05,2026-06-04,88,paid
INV000434,CUST008476,174600.0,2026-02-17,2026-03-19,165,overdue
INV000435,CUST002084,72500.0,2026-04-17,2026-05-17,106,overdue
INV000436,CUST000375,43700.0,2026-04-16,2026-05-01,122,overdue
INV000437,CUST004189,216600.0,2026-07-01,2026-07-31,31,paid
INV000438,CUST007797,26400.0,2026-03-12,2026-05-11,112,paid
INV000439,CUST006616,31000.0,2026-05-16,2026-05-31,92,written_off
INV000440,CUST006048,34600.0,2026-08-06,2026-09-05,-5,written_off
INV000441,CUST005133,56400.0,2026-04-06,2026-04-21,132,overdue
INV000442,CUST009556,143500.0,2026-05-17,2026-06-01,91,overdue
INV000443,CUST003555,16400.0,2026-03-11,2026-03-26,158,overdue
INV000444,CUST000146,121500.0,2026-06-27,2026-07-27,35,paid
INV000445,CUST003169,46600.0,2026-06-12,2026-07-12,50,overdue
INV000446,CUST002747,143700.0,2026-07-01,2026-08-15,16,overdue
INV000447,CUST006515,17900.0,2026-02-21,2026-03-08,176,overdue
INV000448,CUST007929,79800.0,2026-05-17,2026-06-01,91,paid
INV000449,CUST005131,137100.0,2026-04-25,2026-06-09,83,overdue
INV000450,CUST006554,5000.0,2026-03-16,2026-03-31,153,overdue
INV000451,CUST006357,77800.0,2026-08-01,2026-09-15,-10,not_yet_due
INV000452,CUST000205,129200.0,2026-06-01,2026-06-16,76,overdue
INV000453,CUST006609,8400.0,2026-06-12,2026-07-27,35,overdue
INV000454,CUST001620,75000.0,2026-05-11,2026-07-10,52,paid
INV000455,CUST004191,33800.0,2026-04-01,2026-05-01,122,written_off
INV000456,CUST009901,46700.0,2026-06-26,2026-08-25,6,overdue
INV000457,CUST007188,76100.0,2026-04-06,2026-05-06,117,overdue
INV000458,CUST008951,116600.0,2026-05-19,2026-07-18,44,paid
INV000459,CUST007837,199700.0,2026-08-09,2026-09-08,-8,not_yet_due
INV000460,CUST009934,70400.0,2026-05-28,2026-06-27,65,overdue
INV000461,CUST002109,106900.0,2026-07-07,2026-08-21,10,overdue
INV000462,CUST009117,7400.0,2026-06-09,2026-08-08,23,written_off
INV000463,CUST005279,38900.0,2026-05-03,2026-06-17,75,written_off
INV000464,CUST009205,34600.0,2026-07-26,2026-09-24,-10,not_yet_due
INV000465,CUST006309,77300.0,2026-04-30,2026-05-15,108,overdue
INV000466,CUST009836,59000.0,2026-03-28,2026-04-27,126,paid
INV000467,CUST007739,78000.0,2026-06-02,2026-07-17,45,overdue
INV000468,CUST008718,40400.0,2026-04-10,2026-05-10,113,overdue
INV000469,CUST006211,96200.0,2026-03-25,2026-05-09,114,paid
INV000470,CUST009332,33600.0,2026-05-27,2026-06-26,66,paid
INV000471,CUST007757,42700.0,2026-06-21,2026-08-20,11,written_off
INV000472,CUST003955,29300.0,2026-05-11,2026-07-10,52,paid
INV000473,CUST003198,11500.0,2026-07-08,2026-08-07,24,written_off
INV000474,CUST003653,20600.0,2026-04-18,2026-06-02,90,paid
INV000475,CUST004536,24600.0,2026-06-21,2026-07-06,56,written_off
INV000476,CUST000950,45500.0,2026-07-13,2026-08-12,19,paid
INV000477,CUST004021,15700.0,2026-03-27,2026-05-11,112,paid
INV000478,CUST005866,42800.0,2026-02-23,2026-03-25,159,overdue
INV000479,CUST009295,26200.0,2026-04-28,2026-05-13,110,written_off
INV000480,CUST009271,102800.0,2026-06-27,2026-08-26,5,paid
INV000481,CUST002515,130700.0,2026-05-12,2026-06-11,81,paid
INV000482,CUST005519,10100.0,2026-07-15,2026-08-14,17,written_off
INV000483,CUST009818,49800.0,2026-03-12,2026-04-11,142,overdue
INV000484,CUST001939,16100.0,2026-07-14,2026-07-29,33,paid
INV000485,CUST005137,74500.0,2026-06-19,2026-07-19,43,overdue
INV000486,CUST000221,236600.0,2026-02-26,2026-04-27,126,paid
INV000487,CUST004014,185900.0,2026-07-25,2026-09-23,-10,not_yet_due
INV000488,CUST008290,106500.0,2026-03-12,2026-04-11,142,paid
INV000489,CUST007035,39600.0,2026-07-30,2026-08-14,17,written_off
INV000490,CUST001768,59500.0,2026-02-21,2026-03-23,161,overdue
INV000491,CUST005203,12700.0,2026-06-06,2026-07-06,56,written_off
INV000492,CUST009692,27800.0,2026-05-02,2026-06-16,76,overdue
INV000493,CUST002189,407600.0,2026-03-24,2026-04-23,130,paid
INV000494,CUST008016,107700.0,2026-05-02,2026-05-17,106,paid
INV000495,CUST009286,85600.0,2026-04-29,2026-05-29,94,written_off
INV000496,CUST003657,37800.0,2026-05-08,2026-07-07,55,overdue
INV000497,CUST008452,11500.0,2026-02-27,2026-03-29,155,overdue
INV000498,CUST000364,13500.0,2026-07-23,2026-09-21,-10,written_off
INV000499,CUST008693,69200.0,2026-05-15,2026-06-14,78,overdue
INV000500,CUST006034,68200.0,2026-07-27,2026-08-26,5,paid
INV000501,CUST004985,271600.0,2026-05-22,2026-07-21,41,overdue
INV000502,CUST008093,94300.0,2026-08-09,2026-08-24,7,overdue
INV000503,CUST003899,39400.0,2026-05-23,2026-06-22,70,written_off
INV000504,CUST005571,9600.0,2026-05-22,2026-06-06,86,written_off
INV000505,CUST003122,145100.0,2026-03-14,2026-03-29,155,overdue
INV000506,CUST005218,345800.0,2026-04-06,2026-05-06,117,overdue
INV000507,CUST001076,33600.0,2026-06-29,2026-08-28,3,paid
INV000508,CUST002209,17900.0,2026-03-05,2026-04-04,149,written_off
INV000509,CUST009427,37500.0,2026-06-29,2026-08-13,18,overdue
INV000510,CUST005460,139100.0,2026-05-28,2026-06-27,65,paid
INV000511,CUST001925,124100.0,2026-06-03,2026-07-03,59,overdue
INV000512,CUST000026,45100.0,2026-04-28,2026-05-13,110,written_off
INV000513,CUST001376,21900.0,2026-04-13,2026-05-13,110,written_off
INV000514,CUST006746,29200.0,2026-05-10,2026-06-24,68,written_off
INV000515,CUST000044,78000.0,2026-04-16,2026-05-16,107,paid
INV000516,CUST003950,42400.0,2026-07-25,2026-09-23,-10,not_yet_due
INV000517,CUST003425,31000.0,2026-07-07,2026-08-06,25,overdue
INV000518,CUST006679,101100.0,2026-06-09,2026-07-09,53,paid
INV000519,CUST000805,7600.0,2026-03-31,2026-04-30,123,written_off
INV000520,CUST000161,48200.0,2026-03-04,2026-04-03,150,overdue
INV000521,CUST002629,176000.0,2026-05-08,2026-07-07,55,overdue
INV000522,CUST009737,43100.0,2026-04-22,2026-05-07,116,overdue
INV000523,CUST007749,34600.0,2026-05-19,2026-07-03,59,overdue
INV000524,CUST009047,99500.0,2026-06-04,2026-07-04,58,overdue
INV000525,CUST002735,40600.0,2026-06-24,2026-07-24,38,overdue
INV000526,CUST002484,89400.0,2026-06-20,2026-07-20,42,paid
INV000527,CUST002073,86700.0,2026-03-04,2026-04-03,150,paid
INV000528,CUST007790,139700.0,2026-05-26,2026-06-25,67,paid
INV000529,CUST008717,39400.0,2026-04-12,2026-05-12,111,written_off
INV000530,CUST009863,109600.0,2026-02-24,2026-03-26,158,paid
INV000531,CUST000188,36600.0,2026-05-19,2026-06-03,89,overdue
INV000532,CUST009462,21200.0,2026-02-19,2026-03-06,178,paid
INV000533,CUST009700,111200.0,2026-03-17,2026-04-16,137,overdue
INV000534,CUST009793,110300.0,2026-03-01,2026-04-30,123,overdue
INV000535,CUST003975,19000.0,2026-05-24,2026-07-08,54,overdue
INV000536,CUST007406,41900.0,2026-04-03,2026-05-03,120,paid
INV000537,CUST005665,137000.0,2026-06-28,2026-07-13,49,paid
INV000538,CUST000737,124600.0,2026-06-07,2026-06-22,70,overdue
INV000539,CUST000926,137800.0,2026-03-21,2026-04-20,133,overdue
INV000540,CUST002179,46100.0,2026-08-05,2026-10-04,-10,not_yet_due
INV000541,CUST005178,93300.0,2026-02-16,2026-03-03,181,overdue
INV000542,CUST008839,17100.0,2026-04-26,2026-05-11,112,written_off
INV000543,CUST000270,74600.0,2026-02-21,2026-03-23,161,overdue
INV000544,CUST009969,45100.0,2026-03-03,2026-04-02,151,overdue
INV000545,CUST004897,123100.0,2026-06-14,2026-07-29,33,overdue
INV000546,CUST003540,78700.0,2026-06-09,2026-06-24,68,paid
INV000547,CUST002226,302700.0,2026-06-28,2026-07-13,49,overdue
INV000548,CUST006209,294900.0,2026-04-01,2026-05-01,122,overdue
INV000549,CUST000332,56000.0,2026-05-22,2026-07-06,56,paid
INV000550,CUST009979,34000.0,2026-05-10,2026-06-09,83,written_off
INV000551,CUST004195,58500.0,2026-03-27,2026-04-26,127,paid
INV000552,CUST001652,66900.0,2026-08-05,2026-08-20,11,overdue
INV000553,CUST002737,46500.0,2026-02-25,2026-03-12,172,overdue
INV000554,CUST005817,59500.0,2026-04-24,2026-05-24,99,paid
INV000555,CUST001602,23500.0,2026-07-20,2026-08-19,12,written_off
INV000556,CUST004571,55600.0,2026-04-15,2026-05-30,93,overdue
INV000557,CUST005648,23300.0,2026-02-24,2026-03-11,173,written_off
INV000558,CUST008633,75400.0,2026-03-29,2026-05-13,110,overdue
INV000559,CUST008095,96700.0,2026-06-23,2026-08-22,9,overdue
INV000560,CUST007649,48400.0,2026-06-24,2026-07-09,53,overdue
INV000561,CUST007110,38100.0,2026-03-25,2026-04-24,129,overdue
INV000562,CUST005751,121700.0,2026-03-15,2026-04-29,124,paid
INV000563,CUST007587,12200.0,2026-04-10,2026-06-09,83,written_off
INV000564,CUST008221,41200.0,2026-05-24,2026-06-23,69,overdue
INV000565,CUST005720,18400.0,2026-05-18,2026-06-17,75,written_off
INV000566,CUST005001,75500.0,2026-06-01,2026-07-01,61,overdue
INV000567,CUST005310,40500.0,2026-05-04,2026-06-18,74,overdue
INV000568,CUST003636,71100.0,2026-04-12,2026-04-27,126,overdue
INV000569,CUST001314,106400.0,2026-07-28,2026-09-26,-10,not_yet_due
INV000570,CUST000885,24600.0,2026-07-26,2026-09-24,-10,written_off
INV000571,CUST003068,15700.0,2026-02-27,2026-03-29,155,written_off
INV000572,CUST008231,91700.0,2026-03-16,2026-03-31,153,overdue
INV000573,CUST004089,213500.0,2026-06-10,2026-06-25,67,overdue
INV000574,CUST004847,45500.0,2026-03-15,2026-04-14,139,overdue
INV000575,CUST001589,71300.0,2026-05-29,2026-07-13,49,paid
INV000576,CUST008205,334300.0,2026-06-09,2026-07-09,53,overdue
INV000577,CUST007882,34200.0,2026-07-02,2026-08-16,15,paid
INV000578,CUST006598,56000.0,2026-08-05,2026-09-04,-4,not_yet_due
INV000579,CUST004707,14700.0,2026-02-24,2026-03-26,158,written_off
INV000580,CUST003087,332300.0,2026-04-05,2026-05-05,118,paid
INV000581,CUST009236,54900.0,2026-04-18,2026-05-18,105,paid
INV000582,CUST006520,36400.0,2026-05-28,2026-07-12,50,paid
INV000583,CUST002917,61800.0,2026-03-03,2026-04-02,151,overdue
INV000584,CUST004067,25700.0,2026-05-12,2026-06-11,81,overdue
INV000585,CUST002157,44500.0,2026-07-25,2026-09-08,-8,written_off
INV000586,CUST003578,66100.0,2026-08-04,2026-09-18,-10,not_yet_due
INV000587,CUST005128,78700.0,2026-03-28,2026-04-27,126,paid
INV000588,CUST002082,10700.0,2026-06-20,2026-07-20,42,paid
INV000589,CUST005324,64900.0,2026-06-15,2026-07-15,47,overdue
INV000590,CUST003705,34000.0,2026-02-18,2026-04-19,134,overdue
INV000591,CUST003607,43400.0,2026-05-09,2026-06-23,69,overdue
INV000592,CUST003850,169300.0,2026-07-27,2026-09-10,-10,not_yet_due
INV000593,CUST009879,36500.0,2026-06-02,2026-07-02,60,written_off
INV000594,CUST002344,60700.0,2026-08-07,2026-10-06,-10,not_yet_due
INV000595,CUST007733,126800.0,2026-04-05,2026-05-20,103,paid
INV000596,CUST000855,35900.0,2026-05-27,2026-07-26,36,overdue
INV000597,CUST004539,29100.0,2026-02-21,2026-03-23,161,overdue
INV000598,CUST008280,67300.0,2026-06-11,2026-06-26,66,overdue
INV000599,CUST000444,5000.0,2026-06-20,2026-07-20,42,overdue
INV000600,CUST009158,46200.0,2026-06-07,2026-06-22,70,overdue
INV000601,CUST004529,95800.0,2026-03-07,2026-03-22,162,overdue
INV000602,CUST006877,108000.0,2026-06-25,2026-07-25,37,overdue
INV000603,CUST005583,124800.0,2026-07-04,2026-09-02,-2,not_yet_due
INV000604,CUST007814,81500.0,2026-07-20,2026-08-19,12,overdue
INV000605,CUST009214,39900.0,2026-06-21,2026-08-05,26,written_off
INV000606,CUST008500,108800.0,2026-07-02,2026-08-01,30,overdue
INV000607,CUST000590,234400.0,2026-04-06,2026-05-21,102,overdue
INV000608,CUST001275,40900.0,2026-08-08,2026-09-07,-7,overdue
INV000609,CUST001443,11800.0,2026-02-24,2026-04-25,128,overdue
INV000610,CUST002424,53400.0,2026-04-18,2026-06-02,90,written_off
INV000611,CUST005554,5000.0,2026-06-12,2026-06-27,65,written_off
INV000612,CUST002340,81000.0,2026-06-25,2026-07-25,37,paid
INV000613,CUST003207,35300.0,2026-07-07,2026-08-06,25,paid
INV000614,CUST006192,36500.0,2026-06-04,2026-07-04,58,written_off
INV000615,CUST000694,48100.0,2026-04-23,2026-06-07,85,overdue
INV000616,CUST004550,29600.0,2026-05-28,2026-06-12,80,overdue
INV000617,CUST004459,94300.0,2026-02-22,2026-03-24,160,paid
INV000618,CUST007887,125700.0,2026-05-28,2026-06-27,65,overdue
INV000619,CUST007160,42100.0,2026-05-04,2026-05-19,104,written_off
INV000620,CUST007224,55800.0,2026-02-17,2026-03-19,165,written_off
INV000621,CUST001041,22700.0,2026-06-13,2026-07-13,49,written_off
INV000622,CUST003828,91800.0,2026-06-30,2026-08-14,17,overdue
INV000623,CUST002080,116000.0,2026-04-05,2026-05-20,103,overdue
INV000624,CUST002605,74700.0,2026-07-07,2026-08-21,10,paid
INV000625,CUST009223,114100.0,2026-04-11,2026-04-26,127,overdue
INV000626,CUST009634,63100.0,2026-05-25,2026-07-09,53,overdue
INV000627,CUST001455,173800.0,2026-03-27,2026-05-11,112,overdue
INV000628,CUST005079,63300.0,2026-02-17,2026-03-19,165,overdue
INV000629,CUST009449,99800.0,2026-07-18,2026-08-17,14,overdue
INV000630,CUST000643,52100.0,2026-05-09,2026-06-23,69,overdue
INV000631,CUST007326,65300.0,2026-08-04,2026-09-03,-3,not_yet_due
INV000632,CUST004940,15700.0,2026-03-06,2026-04-20,133,overdue
INV000633,CUST008989,89900.0,2026-05-22,2026-06-21,71,overdue
INV000634,CUST004668,94200.0,2026-06-07,2026-08-06,25,paid
INV000635,CUST009071,109300.0,2026-05-20,2026-06-19,73,overdue
INV000636,CUST004095,200500.0,2026-03-13,2026-04-27,126,paid
INV000637,CUST004230,202900.0,2026-06-21,2026-07-21,41,paid
INV000638,CUST008533,24300.0,2026-05-13,2026-06-12,80,overdue
INV000639,CUST003996,92100.0,2026-05-15,2026-06-14,78,paid
INV000640,CUST004965,62300.0,2026-03-06,2026-04-20,133,paid
INV000641,CUST005503,8600.0,2026-06-02,2026-07-02,60,overdue
INV000642,CUST005143,56100.0,2026-06-06,2026-07-06,56,paid
INV000643,CUST004341,48000.0,2026-06-13,2026-07-13,49,overdue
INV000644,CUST009007,40300.0,2026-05-25,2026-06-24,68,written_off
INV000645,CUST005205,15500.0,2026-07-07,2026-08-06,25,written_off
INV000646,CUST005515,10200.0,2026-06-06,2026-07-06,56,overdue
INV000647,CUST005481,68000.0,2026-05-19,2026-06-18,74,overdue
INV000648,CUST005632,48000.0,2026-08-11,2026-09-10,-10,written_off
INV000649,CUST004984,28400.0,2026-05-11,2026-05-26,97,overdue
INV000650,CUST001836,47300.0,2026-03-20,2026-04-19,134,overdue
INV000651,CUST005887,66800.0,2026-03-10,2026-04-24,129,paid
INV000652,CUST006088,65300.0,2026-05-18,2026-06-17,75,paid
INV000653,CUST005156,75900.0,2026-02-24,2026-03-26,158,overdue
INV000654,CUST000239,158100.0,2026-07-26,2026-09-09,-9,not_yet_due
INV000655,CUST004642,178600.0,2026-04-16,2026-05-31,92,paid
INV000656,CUST003439,42900.0,2026-07-19,2026-09-17,-10,not_yet_due
INV000657,CUST005045,95800.0,2026-05-02,2026-06-16,76,paid
INV000658,CUST004866,10400.0,2026-06-30,2026-07-15,47,written_off
INV000659,CUST004594,119800.0,2026-03-12,2026-04-26,127,paid
INV000660,CUST003706,57800.0,2026-08-02,2026-09-16,-10,written_off
INV000661,CUST001742,52900.0,2026-07-02,2026-07-17,45,overdue
INV000662,CUST000230,11900.0,2026-06-08,2026-07-23,39,overdue
INV000663,CUST005984,108400.0,2026-03-26,2026-04-25,128,paid
INV000664,CUST009690,21700.0,2026-07-02,2026-08-01,30,overdue
INV000665,CUST003544,109500.0,2026-04-13,2026-05-13,110,paid
INV000666,CUST001394,70000.0,2026-07-23,2026-09-21,-10,not_yet_due
INV000667,CUST007961,44200.0,2026-04-02,2026-05-02,121,written_off
INV000668,CUST009982,67000.0,2026-03-25,2026-04-09,144,overdue
INV000669,CUST006513,22700.0,2026-03-01,2026-03-31,153,overdue
INV000670,CUST002732,47700.0,2026-05-26,2026-06-10,82,overdue
INV000671,CUST006411,113800.0,2026-05-11,2026-07-10,52,overdue
INV000672,CUST001037,218600.0,2026-07-27,2026-08-26,5,overdue
INV000673,CUST008066,5000.0,2026-06-14,2026-08-13,18,written_off
INV000674,CUST007699,8500.0,2026-07-10,2026-09-08,-8,written_off
INV000675,CUST007554,158400.0,2026-06-25,2026-07-25,37,overdue
INV000676,CUST001851,69000.0,2026-07-25,2026-08-24,7,overdue
INV000677,CUST005688,5000.0,2026-06-15,2026-07-15,47,overdue
INV000678,CUST009300,14300.0,2026-02-22,2026-04-23,130,overdue
INV000679,CUST007626,133300.0,2026-03-12,2026-04-26,127,overdue
INV000680,CUST004817,61700.0,2026-07-05,2026-08-04,27,paid
INV000681,CUST005910,12100.0,2026-03-01,2026-03-31,153,overdue
INV000682,CUST003631,9100.0,2026-07-22,2026-08-21,10,written_off
INV000683,CUST007872,67800.0,2026-04-14,2026-05-14,109,overdue
INV000684,CUST007294,17500.0,2026-08-07,2026-08-22,9,overdue
INV000685,CUST001908,231300.0,2026-07-14,2026-08-13,18,overdue
INV000686,CUST004953,40900.0,2026-04-22,2026-06-06,86,paid
INV000687,CUST001325,54800.0,2026-03-17,2026-05-16,107,overdue
INV000688,CUST008662,183800.0,2026-03-13,2026-04-12,141,paid
INV000689,CUST004374,19700.0,2026-03-28,2026-04-27,126,written_off
INV000690,CUST009243,76400.0,2026-07-23,2026-08-07,24,paid
INV000691,CUST006425,6000.0,2026-03-31,2026-04-15,138,overdue
INV000692,CUST005576,13900.0,2026-05-11,2026-06-10,82,written_off
INV000693,CUST009107,39800.0,2026-03-21,2026-05-20,103,paid
INV000694,CUST006525,127100.0,2026-07-24,2026-09-22,-10,not_yet_due
INV000695,CUST009030,68800.0,2026-06-17,2026-07-02,60,overdue
INV000696,CUST001639,54100.0,2026-07-04,2026-08-18,13,overdue
INV000697,CUST007090,68500.0,2026-03-12,2026-04-11,142,paid
INV000698,CUST005616,40700.0,2026-06-13,2026-07-13,49,paid
INV000699,CUST005345,33100.0,2026-07-02,2026-08-16,15,overdue
INV000700,CUST008966,12400.0,2026-07-22,2026-08-21,10,written_off
INV000701,CUST009496,26800.0,2026-06-09,2026-06-24,68,written_off
INV000702,CUST001654,27000.0,2026-08-01,2026-09-15,-10,written_off
INV000703,CUST000658,34700.0,2026-05-18,2026-06-17,75,paid
INV000704,CUST008709,39000.0,2026-06-07,2026-07-22,40,overdue
INV000705,CUST006698,16200.0,2026-07-10,2026-08-09,22,written_off
INV000706,CUST007494,25900.0,2026-07-03,2026-08-17,14,written_off
INV000707,CUST006125,85400.0,2026-04-18,2026-06-02,90,paid
INV000708,CUST008645,61100.0,2026-08-01,2026-09-15,-10,not_yet_due
INV000709,CUST002119,8800.0,2026-03-16,2026-04-15,138,overdue
INV000710,CUST007185,235000.0,2026-05-29,2026-06-28,64,overdue
INV000711,CUST008947,123900.0,2026-07-05,2026-08-04,27,overdue
INV000712,CUST008755,64200.0,2026-05-05,2026-06-04,88,written_off
INV000713,CUST003394,79700.0,2026-06-04,2026-07-04,58,paid
INV000714,CUST007534,104900.0,2026-04-13,2026-05-13,110,overdue
INV000715,CUST008537,35500.0,2026-03-27,2026-04-26,127,overdue
INV000716,CUST005488,24600.0,2026-08-10,2026-10-09,-10,overdue
INV000717,CUST005072,50800.0,2026-08-10,2026-09-09,-9,not_yet_due
INV000718,CUST003144,53900.0,2026-02-27,2026-03-14,170,overdue
INV000719,CUST007949,141600.0,2026-06-25,2026-08-24,7,overdue
INV000720,CUST009513,103800.0,2026-04-11,2026-04-26,127,overdue
INV000721,CUST004450,58600.0,2026-07-19,2026-09-02,-2,not_yet_due
INV000722,CUST002608,69300.0,2026-03-24,2026-04-23,130,overdue
INV000723,CUST000893,131100.0,2026-06-28,2026-07-28,34,overdue
INV000724,CUST003874,11900.0,2026-07-15,2026-08-14,17,written_off
INV000725,CUST004846,184000.0,2026-05-29,2026-07-28,34,overdue
INV000726,CUST005646,63600.0,2026-05-25,2026-06-09,83,overdue
INV000727,CUST002312,31600.0,2026-06-20,2026-07-05,57,paid
INV000728,CUST007646,50600.0,2026-04-05,2026-04-20,133,overdue
INV000729,CUST001894,80900.0,2026-02-28,2026-03-15,169,paid
INV000730,CUST008407,23900.0,2026-06-28,2026-07-13,49,written_off
INV000731,CUST005537,58600.0,2026-02-18,2026-03-05,179,overdue
INV000732,CUST007417,21500.0,2026-02-18,2026-03-20,164,paid
INV000733,CUST005551,164100.0,2026-05-08,2026-06-22,70,overdue
INV000734,CUST007322,213500.0,2026-03-07,2026-03-22,162,overdue
INV000735,CUST006418,95900.0,2026-04-07,2026-05-22,101,overdue
INV000736,CUST000175,11000.0,2026-05-27,2026-06-26,66,written_off
INV000737,CUST006121,108000.0,2026-02-20,2026-04-21,132,overdue
INV000738,CUST007672,11000.0,2026-04-03,2026-04-18,135,overdue
INV000739,CUST008731,72300.0,2026-06-10,2026-07-25,37,paid
INV000740,CUST009303,42500.0,2026-03-25,2026-04-24,129,paid
INV000741,CUST006531,43800.0,2026-06-12,2026-07-27,35,paid
INV000742,CUST000199,29100.0,2026-08-06,2026-10-05,-10,written_off
INV000743,CUST006272,94200.0,2026-06-21,2026-07-06,56,overdue
INV000744,CUST009086,19000.0,2026-03-31,2026-04-30,123,overdue
INV000745,CUST001444,40100.0,2026-04-30,2026-05-30,93,overdue
INV000746,CUST005051,63000.0,2026-05-25,2026-06-24,68,overdue
INV000747,CUST006636,91000.0,2026-07-20,2026-08-04,27,overdue
INV000748,CUST008236,12500.0,2026-05-17,2026-06-01,91,written_off
INV000749,CUST007168,13100.0,2026-03-08,2026-04-07,146,overdue
INV000750,CUST003059,51000.0,2026-02-16,2026-04-17,136,overdue
INV000751,CUST002244,170400.0,2026-05-02,2026-06-01,91,overdue
INV000752,CUST004286,20900.0,2026-03-16,2026-05-15,108,overdue
INV000753,CUST008078,156600.0,2026-03-03,2026-04-02,151,overdue
INV000754,CUST000635,60000.0,2026-04-20,2026-05-20,103,overdue
INV000755,CUST002659,17900.0,2026-05-03,2026-06-02,90,overdue
INV000756,CUST003890,109400.0,2026-05-12,2026-05-27,96,paid
INV000757,CUST001276,121600.0,2026-05-05,2026-06-19,73,paid
INV000758,CUST003189,32500.0,2026-06-18,2026-07-03,59,written_off
INV000759,CUST005723,143000.0,2026-05-27,2026-06-26,66,paid
INV000760,CUST002147,12300.0,2026-04-18,2026-06-02,90,written_off
INV000761,CUST004004,138900.0,2026-05-05,2026-06-04,88,overdue
INV000762,CUST000728,135300.0,2026-08-04,2026-09-03,-3,not_yet_due
INV000763,CUST004908,31200.0,2026-06-29,2026-07-29,33,written_off
INV000764,CUST006704,22700.0,2026-03-16,2026-04-15,138,written_off
INV000765,CUST006837,120900.0,2026-03-02,2026-04-01,152,overdue
INV000766,CUST008474,161500.0,2026-05-18,2026-06-17,75,overdue
INV000767,CUST007423,55700.0,2026-05-13,2026-06-12,80,overdue
INV000768,CUST002584,9800.0,2026-06-17,2026-07-02,60,written_off
INV000769,CUST001657,25900.0,2026-02-13,2026-02-28,184,overdue
INV000770,CUST005043,131400.0,2026-05-13,2026-06-12,80,paid
INV000771,CUST006858,86700.0,2026-05-01,2026-05-31,92,paid
INV000772,CUST005417,30200.0,2026-04-06,2026-06-05,87,paid
INV000773,CUST007857,5000.0,2026-05-04,2026-06-18,74,written_off
