negotiation_id,customer_id,invoice_amount,offer_amount,offer_discount_pct,days_to_payment,customer_score,true_accept_probability,accepted
NEG000386,CUST006163,94900.0,94900.0,0,0,0.777,0.582,0
NEG000387,CUST002624,14200.0,12500.0,12,7,0.657,0.893,1
NEG000388,CUST006443,14300.0,13200.0,8,45,0.805,0.949,1
NEG000389,CUST002861,26200.0,24100.0,8,30,0.72,0.908,1
NEG000390,CUST007841,19500.0,19100.0,2,15,0.623,0.691,1
NEG000391,CUST008453,10200.0,9700.0,5,15,0.344,0.636,1
NEG000392,CUST006825,23800.0,21900.0,8,45,0.666,0.928,1
NEG000393,CUST007753,5000.0,4900.0,2,15,0.788,0.777,0
NEG000394,CUST004463,44600.0,43700.0,2,0,0.837,0.707,1
NEG000395,CUST006924,17700.0,17300.0,2,30,0.727,0.812,0
NEG000396,CUST005453,12300.0,11300.0,8,15,0.677,0.86,1
NEG000397,CUST000045,7300.0,7300.0,0,30,0.713,0.763,1
NEG000398,CUST000997,50800.0,50800.0,0,30,0.687,0.731,1
NEG000399,CUST006003,6600.0,6300.0,5,15,0.71,0.815,1
NEG000400,CUST005891,7100.0,6700.0,5,15,0.739,0.825,1
NEG000401,CUST003231,5900.0,5400.0,8,15,0.676,0.862,1
NEG000402,CUST006655,21800.0,19200.0,12,7,0.57,0.869,0
NEG000403,CUST001269,11500.0,10900.0,5,15,0.799,0.845,0
NEG000404,CUST000278,34600.0,34600.0,0,0,0.788,0.621,1
NEG000405,CUST006598,205000.0,168100.0,18,30,0.867,0.976,1
NEG000406,CUST001847,36400.0,35700.0,2,0,0.843,0.714,1
NEG000407,CUST006022,7800.0,7800.0,0,15,0.672,0.66,1
NEG000408,CUST005692,24500.0,23300.0,5,45,0.312,0.776,1
NEG000409,CUST004144,11400.0,11400.0,0,30,0.707,0.758,1
NEG000410,CUST007551,5000.0,4900.0,2,15,0.666,0.719,1
NEG000411,CUST002082,43800.0,35900.0,18,0,0.747,0.951,1
NEG000412,CUST002530,35500.0,35500.0,0,15,0.804,0.717,1
NEG000413,CUST002702,5000.0,4800.0,5,15,0.63,0.783,1
NEG000414,CUST001592,82800.0,76200.0,8,15,0.817,0.882,1
NEG000415,CUST005657,6000.0,6000.0,0,15,0.797,0.727,1
NEG000416,CUST009352,15500.0,11600.0,25,0,0.78,0.98,1
NEG000417,CUST004666,17900.0,17900.0,0,15,0.675,0.656,1
NEG000418,CUST006165,14800.0,14800.0,0,0,0.661,0.554,0
NEG000419,CUST001950,5000.0,5000.0,0,7,0.679,0.616,1
NEG000420,CUST006023,14200.0,13900.0,2,7,0.363,0.487,1
NEG000421,CUST004756,5000.0,4400.0,12,0,0.797,0.91,1
NEG000422,CUST004023,58700.0,58700.0,0,30,0.805,0.783,0
NEG000423,CUST003122,12500.0,10200.0,18,0,0.738,0.953,0
NEG000424,CUST007582,25000.0,23800.0,5,45,0.736,0.909,1
NEG000425,CUST004046,49400.0,45400.0,8,7,0.816,0.866,1
NEG000426,CUST009559,8900.0,7800.0,12,0,0.796,0.909,1
NEG000427,CUST005136,48500.0,48500.0,0,0,0.733,0.58,0
NEG000428,CUST009129,200700.0,190700.0,5,0,0.751,0.678,1
NEG000429,CUST007660,25200.0,25200.0,0,0,0.753,0.605,1
NEG000430,CUST004577,32800.0,28900.0,12,0,0.773,0.899,0
NEG000431,CUST009527,10700.0,8000.0,25,15,0.742,0.98,1
NEG000432,CUST000162,26700.0,26700.0,0,0,0.633,0.53,1
NEG000433,CUST002811,129500.0,119100.0,8,0,0.866,0.836,0
NEG000434,CUST002581,84800.0,80600.0,5,30,0.876,0.893,1
NEG000435,CUST006869,12200.0,12000.0,2,7,0.787,0.734,1
NEG000436,CUST006825,18100.0,16700.0,8,45,0.666,0.929,1
NEG000437,CUST007820,50400.0,44400.0,12,30,0.674,0.937,1
NEG000438,CUST007091,12400.0,9300.0,25,0,0.67,0.979,1
NEG000439,CUST009631,8600.0,8200.0,5,7,0.769,0.804,1
NEG000440,CUST004494,12400.0,10900.0,12,15,0.34,0.825,0
NEG000441,CUST008775,22000.0,20200.0,8,45,0.73,0.939,1
NEG000442,CUST002701,5600.0,4600.0,18,0,0.787,0.959,1
NEG000443,CUST008577,76900.0,57700.0,25,0,0.8,0.98,1
NEG000444,CUST003081,31900.0,30300.0,5,0,0.66,0.711,0
NEG000445,CUST007441,15200.0,14400.0,5,45,0.625,0.886,1
NEG000446,CUST004592,26300.0,25000.0,5,0,0.802,0.78,1
NEG000447,CUST007636,106500.0,101200.0,5,15,0.898,0.849,1
NEG000448,CUST007885,50700.0,49700.0,2,7,0.899,0.77,1
NEG000449,CUST000308,24500.0,23300.0,5,30,0.786,0.884,1
NEG000450,CUST003764,57400.0,50500.0,12,7,0.809,0.917,1
NEG000451,CUST008915,5000.0,4400.0,12,7,0.709,0.907,1
NEG000452,CUST004423,16300.0,16300.0,0,7,0.679,0.61,1
NEG000453,CUST001930,13200.0,12500.0,5,30,0.748,0.876,1
NEG000454,CUST008883,19900.0,17500.0,12,0,0.685,0.88,1
NEG000455,CUST008588,21900.0,21900.0,0,45,0.678,0.809,1
NEG000456,CUST000130,18400.0,15100.0,18,0,0.798,0.959,1
NEG000457,CUST005405,8300.0,6800.0,18,7,0.803,0.967,1
NEG000458,CUST007085,7900.0,7300.0,8,0,0.714,0.82,1
NEG000459,CUST008499,8400.0,8000.0,5,7,0.633,0.744,1
NEG000460,CUST005392,12800.0,10500.0,18,30,0.628,0.972,1
NEG000461,CUST009506,27500.0,22600.0,18,0,0.779,0.956,1
NEG000462,CUST000542,19400.0,17100.0,12,7,0.755,0.914,1
NEG000463,CUST009331,18700.0,18300.0,2,0,0.79,0.694,0
NEG000464,CUST005919,5000.0,5000.0,0,7,0.68,0.617,1
NEG000465,CUST009859,16300.0,16300.0,0,15,0.616,0.623,1
NEG000466,CUST002348,25200.0,22200.0,12,15,0.711,0.92,1
NEG000467,CUST000646,5000.0,4900.0,2,45,0.68,0.855,1
NEG000468,CUST003356,15400.0,14600.0,5,7,0.738,0.789,1
NEG000469,CUST004331,17000.0,16700.0,2,0,0.181,0.332,0
NEG000470,CUST002692,6500.0,6000.0,8,45,0.719,0.939,1
NEG000471,CUST002421,34700.0,28500.0,18,30,0.367,0.944,1
NEG000472,CUST005812,22500.0,22500.0,0,30,0.876,0.823,1
NEG000473,CUST005159,10300.0,10300.0,0,0,0.743,0.607,1
NEG000474,CUST001951,39700.0,39700.0,0,0,0.669,0.546,0
NEG000475,CUST000067,9200.0,9200.0,0,7,0.635,0.588,1
NEG000476,CUST007655,108700.0,95700.0,12,0,0.775,0.883,1
NEG000477,CUST003285,5000.0,4900.0,2,0,0.315,0.417,1
NEG000478,CUST004642,98800.0,96800.0,2,7,0.887,0.745,1
NEG000479,CUST007147,26300.0,21600.0,18,7,0.817,0.967,0
NEG000480,CUST008008,6100.0,6100.0,0,7,0.801,0.685,0
NEG000481,CUST009869,11800.0,9700.0,18,15,0.214,0.891,1
NEG000482,CUST004780,8500.0,7000.0,18,30,0.672,0.975,1
NEG000483,CUST009796,12300.0,11700.0,5,0,0.659,0.719,1
NEG000484,CUST008855,18200.0,17800.0,2,0,0.743,0.669,1
NEG000485,CUST008705,27600.0,20700.0,25,0,0.73,0.98,1
NEG000486,CUST006460,5800.0,5300.0,8,45,0.788,0.948,1
NEG000487,CUST001351,60600.0,57600.0,5,30,0.736,0.861,0
NEG000488,CUST003122,24700.0,22700.0,8,30,0.738,0.912,1
NEG000489,CUST006717,25600.0,22500.0,12,30,0.657,0.938,1
NEG000490,CUST003009,33500.0,30800.0,8,0,0.852,0.859,1
NEG000491,CUST003902,19200.0,17700.0,8,30,0.681,0.901,1
NEG000492,CUST007186,10000.0,9200.0,8,15,0.777,0.888,1
NEG000493,CUST004461,13400.0,12700.0,5,0,0.712,0.744,1
NEG000494,CUST002745,5000.0,4100.0,18,0,0.742,0.954,1
NEG000495,CUST005263,23400.0,22900.0,2,0,0.404,0.461,0
NEG000496,CUST004909,20900.0,20500.0,2,30,0.63,0.771,1
NEG000497,CUST008111,96600.0,88900.0,8,0,0.819,0.829,1
NEG000498,CUST008093,11600.0,10700.0,8,0,0.855,0.866,0
NEG000499,CUST002437,33400.0,31700.0,5,45,0.788,0.918,1
NEG000500,CUST006845,48600.0,44700.0,8,0,0.796,0.837,1
NEG000501,CUST001954,7200.0,6600.0,8,0,0.754,0.835,1
NEG000502,CUST008598,24100.0,21200.0,12,7,0.73,0.908,1
NEG000503,CUST002070,5000.0,4800.0,5,15,0.68,0.804,1
NEG000504,CUST009458,13700.0,10300.0,25,15,0.404,0.973,1
NEG000505,CUST008717,5100.0,4800.0,5,30,0.367,0.736,0
NEG000506,CUST000828,24300.0,24300.0,0,0,0.807,0.637,0
NEG000507,CUST004535,22200.0,21800.0,2,30,0.607,0.76,1
NEG000508,CUST005621,5100.0,4200.0,18,30,0.623,0.972,1
NEG000509,CUST004248,8000.0,7600.0,5,45,0.785,0.922,1
NEG000510,CUST002395,27500.0,24200.0,12,7,0.619,0.881,1
NEG000511,CUST009398,33600.0,31900.0,5,7,0.745,0.785,0
NEG000512,CUST007801,10200.0,9000.0,12,0,0.337,0.759,1
NEG000513,CUST002105,7400.0,6500.0,12,7,0.634,0.889,1
NEG000514,CUST001934,10500.0,8600.0,18,7,0.636,0.95,1
NEG000515,CUST001985,13300.0,11700.0,12,30,0.639,0.937,1
NEG000516,CUST005459,30500.0,29000.0,5,7,0.37,0.59,1
NEG000517,CUST001592,21000.0,20000.0,5,15,0.817,0.847,1
NEG000518,CUST001468,153200.0,150100.0,2,0,0.894,0.685,1
NEG000519,CUST000391,26900.0,22100.0,18,45,0.656,0.98,1
NEG000520,CUST006306,29100.0,29100.0,0,15,0.385,0.474,0
NEG000521,CUST000252,16700.0,16400.0,2,7,0.676,0.674,1
NEG000522,CUST003788,12500.0,12200.0,2,0,0.21,0.351,0
NEG000523,CUST007525,27900.0,26500.0,5,30,0.419,0.751,0
NEG000524,CUST005472,66700.0,58700.0,12,7,0.821,0.918,1
NEG000525,CUST005443,8800.0,8100.0,8,30,0.802,0.927,0
NEG000526,CUST008673,39100.0,37100.0,5,30,0.791,0.882,1
NEG000527,CUST008866,10200.0,10200.0,0,45,0.678,0.813,1
NEG000528,CUST004686,194100.0,159200.0,18,30,0.852,0.976,1
NEG000529,CUST006972,45300.0,44400.0,2,7,0.751,0.701,0
NEG000530,CUST000306,16900.0,16600.0,2,7,0.711,0.693,0
NEG000531,CUST003444,6500.0,5700.0,12,0,0.71,0.89,1
NEG000532,CUST001081,70300.0,66800.0,5,15,0.851,0.844,1
NEG000533,CUST007536,9800.0,9300.0,5,15,0.748,0.828,1
NEG000534,CUST000526,9800.0,9800.0,0,0,0.744,0.608,0
NEG000535,CUST002977,15100.0,13900.0,8,0,0.744,0.829,0
NEG000536,CUST006773,13900.0,12200.0,12,0,0.624,0.865,1
NEG000537,CUST005338,17500.0,16100.0,8,7,0.687,0.834,1
NEG000538,CUST009678,8900.0,7800.0,12,30,0.74,0.951,1
NEG000539,CUST003395,6500.0,6200.0,5,15,0.801,0.847,1
NEG000540,CUST002026,5000.0,4600.0,8,7,0.803,0.874,1
NEG000541,CUST006514,11300.0,10400.0,8,30,0.634,0.892,1
NEG000542,CUST003132,5000.0,4600.0,8,45,0.748,0.943,1
NEG000543,CUST006930,18200.0,16700.0,8,30,0.597,0.881,1
NEG000544,CUST006431,16400.0,15600.0,5,45,0.684,0.9,1
NEG000545,CUST007741,11600.0,9500.0,18,15,0.801,0.973,1
NEG000546,CUST002272,17300.0,15900.0,8,30,0.754,0.917,1
NEG000547,CUST001305,10500.0,10300.0,2,15,0.798,0.779,1
NEG000548,CUST008019,65300.0,65300.0,0,45,0.823,0.847,1
NEG000549,CUST003482,25600.0,25600.0,0,7,0.797,0.673,1
NEG000550,CUST000234,9500.0,8400.0,12,7,0.746,0.914,1
NEG000551,CUST008484,8500.0,7500.0,12,30,0.729,0.949,1
NEG000552,CUST009075,31300.0,29700.0,5,45,0.624,0.882,1
NEG000553,CUST005038,19300.0,18300.0,5,15,0.411,0.669,0
NEG000554,CUST009111,5000.0,4400.0,12,30,0.753,0.953,1
NEG000555,CUST004563,48500.0,44600.0,8,30,0.806,0.921,1
NEG000556,CUST004970,35400.0,33600.0,5,0,0.741,0.749,1
NEG000557,CUST005978,16100.0,13200.0,18,45,0.864,0.98,1
NEG000558,CUST008844,17300.0,15900.0,8,0,0.8,0.847,1
NEG000559,CUST003604,29800.0,27400.0,8,15,0.76,0.879,1
NEG000560,CUST001720,6800.0,6700.0,2,0,0.663,0.63,1
NEG000561,CUST003874,5100.0,4700.0,8,7,0.177,0.591,0
NEG000562,CUST003700,5000.0,5000.0,0,30,0.8,0.8,1
NEG000563,CUST001693,34100.0,28000.0,18,7,0.779,0.963,1
NEG000564,CUST009080,105100.0,99800.0,5,0,0.813,0.753,1
NEG000565,CUST004559,16400.0,15600.0,5,0,0.851,0.804,1
NEG000566,CUST003476,24300.0,23100.0,5,7,0.74,0.786,1
NEG000567,CUST009639,10000.0,9500.0,5,7,0.683,0.767,0
NEG000568,CUST003465,21600.0,17700.0,18,0,0.748,0.953,1
NEG000569,CUST009398,21800.0,21800.0,0,0,0.745,0.602,1
NEG000570,CUST000015,34200.0,31500.0,8,30,0.657,0.893,1
NEG000571,CUST003809,18500.0,16300.0,12,15,0.785,0.934,1
NEG000572,CUST008513,5700.0,5400.0,5,30,0.752,0.88,1
NEG000573,CUST009750,23000.0,21200.0,8,7,0.378,0.697,1
NEG000574,CUST007013,129100.0,105900.0,18,30,0.805,0.976,1
NEG000575,CUST007867,198600.0,182700.0,8,7,0.873,0.842,1
NEG000576,CUST007448,29400.0,27900.0,5,0,0.685,0.725,1
NEG000577,CUST000910,17900.0,15800.0,12,7,0.747,0.912,1
NEG000578,CUST006839,16600.0,14600.0,12,15,0.619,0.904,1
NEG000579,CUST007502,14600.0,13400.0,8,30,0.69,0.904,0
NEG000580,CUST007778,15000.0,14200.0,5,15,0.612,0.772,0
NEG000581,CUST001237,31900.0,28100.0,12,0,0.773,0.899,1
NEG000582,CUST000160,15900.0,15600.0,2,0,0.804,0.703,1
NEG000583,CUST002354,14200.0,12500.0,12,0,0.617,0.863,1
NEG000584,CUST006092,16000.0,15700.0,2,45,0.364,0.723,1
NEG000585,CUST008412,5300.0,4700.0,12,30,0.752,0.952,1
NEG000586,CUST000295,40800.0,40800.0,0,7,0.7,0.61,0
NEG000587,CUST006406,8800.0,8800.0,0,0,0.796,0.639,1
NEG000588,CUST002061,8600.0,8400.0,2,15,0.625,0.697,0
NEG000589,CUST003652,141100.0,138300.0,2,45,0.88,0.878,1
NEG000590,CUST002901,37700.0,36900.0,2,15,0.68,0.712,1
NEG000591,CUST007103,15400.0,13600.0,12,7,0.657,0.893,1
NEG000592,CUST006541,9200.0,8700.0,5,15,0.802,0.846,1
NEG000593,CUST005102,27300.0,26800.0,2,0,0.819,0.705,1
NEG000594,CUST001888,30300.0,30300.0,0,15,0.175,0.348,0
NEG000595,CUST002693,34400.0,30300.0,12,7,0.746,0.909,1
NEG000596,CUST009443,24700.0,24200.0,2,0,0.797,0.695,0
NEG000597,CUST001431,13200.0,9900.0,25,45,0.75,0.98,1
NEG000598,CUST000099,8700.0,8700.0,0,7,0.39,0.436,0
NEG000599,CUST004111,27200.0,25800.0,5,0,0.8,0.779,1
NEG000600,CUST004929,20200.0,19200.0,5,0,0.795,0.779,0
NEG000601,CUST009753,202300.0,151700.0,25,45,0.873,0.98,1
NEG000602,CUST004652,7800.0,7800.0,0,0,0.795,0.639,1
NEG000603,CUST004060,38600.0,36700.0,5,0,0.747,0.75,1
NEG000604,CUST008423,11800.0,11600.0,2,15,0.702,0.734,1
NEG000605,CUST009071,193800.0,170500.0,12,0,0.85,0.882,1
NEG000606,CUST003664,14100.0,13000.0,8,7,0.718,0.846,1
NEG000607,CUST008950,5000.0,4800.0,5,0,0.376,0.562,1
NEG000608,CUST003383,14400.0,13200.0,8,7,0.687,0.835,1
NEG000609,CUST007062,59100.0,44300.0,25,0,0.703,0.979,1
NEG000610,CUST000640,33200.0,32500.0,2,30,0.71,0.8,1
NEG000611,CUST006189,10900.0,9600.0,12,0,0.684,0.882,0
NEG000612,CUST003236,18700.0,18300.0,2,0,0.099,0.288,0
NEG000613,CUST002123,146100.0,134400.0,8,0,0.754,0.787,1
NEG000614,CUST003128,5000.0,4100.0,18,30,0.345,0.945,1
NEG000615,CUST009143,249100.0,244100.0,2,0,0.859,0.617,0
NEG000616,CUST001107,19700.0,19300.0,2,30,0.291,0.592,1
NEG000617,CUST006604,42100.0,40000.0,5,15,0.304,0.595,0
NEG000618,CUST003581,21000.0,18500.0,12,15,0.781,0.933,0
NEG000619,CUST006564,5000.0,4100.0,18,30,0.74,0.979,1
NEG000620,CUST001975,48400.0,48400.0,0,0,0.414,0.384,0
NEG000621,CUST005680,5200.0,4600.0,12,15,0.745,0.93,1
NEG000622,CUST006690,27900.0,22900.0,18,15,0.713,0.965,1
NEG000623,CUST008127,5000.0,5000.0,0,0,0.787,0.636,1
NEG000624,CUST005234,5000.0,4100.0,18,7,0.681,0.956,1
NEG000625,CUST005255,24400.0,23200.0,5,30,0.737,0.871,1
NEG000626,CUST005270,6300.0,5500.0,12,15,0.707,0.923,1
NEG000627,CUST000785,26600.0,25300.0,5,7,0.792,0.806,1
NEG000628,CUST001240,20900.0,17100.0,18,15,0.34,0.916,1
NEG000629,CUST005488,12900.0,11900.0,8,7,0.384,0.705,1
NEG000630,CUST009075,27100.0,25700.0,5,30,0.624,0.835,1
NEG000631,CUST003344,19200.0,19200.0,0,0,0.319,0.344,1
NEG000632,CUST007818,5500.0,4800.0,12,0,0.764,0.902,1
NEG000633,CUST004430,219200.0,214800.0,2,30,0.844,0.787,1
NEG000634,CUST002775,25200.0,25200.0,0,7,0.73,0.635,1
NEG000635,CUST004060,6200.0,6100.0,2,0,0.747,0.677,1
NEG000636,CUST005197,35000.0,30800.0,12,30,0.666,0.938,1
NEG000637,CUST003619,58800.0,55900.0,5,15,0.742,0.809,1
NEG000638,CUST008261,10900.0,8900.0,18,7,0.662,0.953,1
NEG000639,CUST004563,20300.0,19900.0,2,45,0.806,0.887,1
NEG000640,CUST009180,50700.0,44600.0,12,7,0.792,0.915,1
NEG000641,CUST000054,10000.0,8800.0,12,7,0.679,0.899,1
NEG000642,CUST006612,82800.0,78700.0,5,45,0.763,0.904,1
NEG000643,CUST008935,11300.0,10700.0,5,0,0.573,0.674,0
NEG000644,CUST007548,191000.0,181400.0,5,7,0.863,0.775,0
NEG000645,CUST003845,14100.0,13800.0,2,0,0.792,0.698,1
NEG000646,CUST001479,18700.0,17800.0,5,30,0.651,0.846,1
NEG000647,CUST008295,15400.0,14200.0,8,30,0.677,0.901,1
NEG000648,CUST002638,56000.0,45900.0,18,7,0.847,0.967,1
NEG000649,CUST006362,11000.0,10100.0,8,45,0.708,0.937,0
NEG000650,CUST008672,109000.0,95900.0,12,30,0.79,0.946,1
NEG000651,CUST009773,22900.0,22900.0,0,15,0.744,0.692,0
NEG000652,CUST003535,5000.0,5000.0,0,30,0.79,0.796,1
NEG000653,CUST009623,18300.0,17900.0,2,45,0.744,0.871,1
NEG000654,CUST002027,12800.0,12800.0,0,7,0.733,0.643,1
NEG000655,CUST007935,23600.0,23600.0,0,30,0.75,0.772,1
NEG000656,CUST003663,13000.0,12400.0,5,0,0.608,0.692,1
NEG000657,CUST002415,6700.0,6400.0,5,0,0.8,0.787,0
NEG000658,CUST003493,25200.0,23900.0,5,45,0.73,0.908,1
NEG000659,CUST005817,78300.0,68900.0,12,15,0.835,0.933,1
NEG000660,CUST003766,50000.0,49000.0,2,0,0.729,0.645,1
NEG000661,CUST000474,14700.0,11000.0,25,15,0.338,0.968,1
NEG000662,CUST006773,16000.0,14100.0,12,45,0.624,0.955,1
NEG000663,CUST009958,5000.0,5000.0,0,0,0.332,0.359,1
NEG000664,CUST003832,18500.0,16300.0,12,30,0.713,0.946,1
NEG000665,CUST003755,31500.0,23600.0,25,7,0.785,0.98,1
NEG000666,CUST008068,8700.0,8500.0,2,45,0.74,0.872,1
NEG000667,CUST008969,15800.0,13900.0,12,0,0.721,0.89,1
NEG000668,CUST002650,7800.0,7400.0,5,30,0.648,0.849,1
NEG000669,CUST006084,13700.0,12600.0,8,7,0.303,0.661,0
NEG000670,CUST001703,12200.0,12200.0,0,45,0.754,0.84,1
NEG000671,CUST009612,13100.0,12100.0,8,30,0.802,0.926,1
NEG000672,CUST004174,51000.0,41800.0,18,0,0.728,0.948,1
NEG000673,CUST002744,13300.0,12200.0,8,0,0.795,0.847,1
NEG000674,CUST009627,114900.0,105700.0,8,15,0.841,0.88,1
NEG000675,CUST004562,78400.0,72100.0,8,0,0.851,0.846,1
NEG000676,CUST004715,29000.0,29000.0,0,15,0.663,0.644,1
NEG000677,CUST009718,27700.0,25500.0,8,30,0.378,0.808,1
NEG000678,CUST006703,15800.0,15500.0,2,0,0.667,0.627,1
NEG000679,CUST005638,54200.0,49900.0,8,0,0.663,0.784,1
NEG000680,CUST007927,48600.0,36400.0,25,15,0.355,0.967,1
NEG000681,CUST006877,15900.0,15900.0,0,7,0.869,0.716,1
NEG000682,CUST001614,31800.0,30200.0,5,7,0.682,0.758,1
NEG000683,CUST009514,6400.0,6100.0,5,30,0.752,0.879,1
NEG000684,CUST005785,119200.0,113200.0,5,7,0.895,0.814,1
NEG000685,CUST000359,10900.0,9600.0,12,30,0.796,0.957,1
NEG000686,CUST006781,15800.0,13900.0,12,7,0.626,0.885,1
NEG000687,CUST004795,17200.0,16300.0,5,0,0.727,0.75,1
NEG000688,CUST004820,22200.0,21800.0,2,7,0.796,0.734,1
NEG000689,CUST002090,25900.0,23800.0,8,0,0.595,0.765,1
NEG000690,CUST002509,16000.0,15200.0,5,45,0.745,0.913,1
NEG000691,CUST005365,17000.0,16200.0,5,30,0.793,0.887,1
NEG000692,CUST002184,6300.0,6000.0,5,30,0.155,0.621,1
NEG000693,CUST005648,32400.0,30800.0,5,0,0.372,0.544,0
NEG000694,CUST007395,10700.0,9400.0,12,45,0.672,0.96,1
NEG000695,CUST004461,41500.0,36500.0,12,7,0.712,0.9,1
NEG000696,CUST008817,23600.0,23600.0,0,0,0.798,0.632,0
NEG000697,CUST008544,9600.0,9100.0,5,0,0.801,0.786,1
NEG000698,CUST009834,12300.0,12100.0,2,30,0.752,0.824,1
NEG000699,CUST009793,81800.0,77700.0,5,45,0.833,0.918,1
NEG000700,CUST007674,6000.0,5900.0,2,30,0.672,0.795,1
NEG000701,CUST008435,27100.0,23800.0,12,7,0.654,0.89,1
NEG000702,CUST004931,24300.0,23100.0,5,0,0.639,0.703,1
NEG000703,CUST000337,5000.0,4800.0,5,0,0.358,0.551,1
NEG000704,CUST001149,13100.0,11500.0,12,15,0.784,0.935,1
NEG000705,CUST009877,12300.0,10100.0,18,7,0.799,0.966,1
NEG000706,CUST000453,20400.0,18800.0,8,30,0.791,0.923,1
NEG000707,CUST004012,6700.0,6200.0,8,0,0.405,0.679,1
NEG000708,CUST000666,11700.0,9600.0,18,30,0.674,0.975,1
NEG000709,CUST003601,13900.0,12200.0,12,30,0.786,0.955,1
NEG000710,CUST000944,26100.0,19600.0,25,15,0.742,0.98,1
NEG000711,CUST007063,99200.0,94200.0,5,0,0.819,0.759,1
NEG000712,CUST008232,108600.0,103200.0,5,0,0.74,0.716,1
NEG000713,CUST009522,11600.0,11600.0,0,30,0.744,0.775,0
NEG000714,CUST009222,73500.0,60300.0,18,15,0.803,0.969,1
NEG000715,CUST006758,25600.0,24300.0,5,15,0.787,0.836,1
NEG000716,CUST006967,11800.0,11600.0,2,0,0.799,0.703,1
NEG000717,CUST002049,12600.0,12600.0,0,15,0.425,0.508,0
NEG000718,CUST005402,37100.0,30400.0,18,30,0.821,0.98,1
NEG000719,CUST006773,5000.0,4400.0,12,45,0.624,0.956,0
NEG000720,CUST007946,79900.0,65500.0,18,30,0.807,0.979,1
NEG000721,CUST000795,171100.0,162500.0,5,7,0.848,0.776,1
NEG000722,CUST008282,19100.0,18100.0,5,15,0.617,0.772,1
NEG000723,CUST009774,22300.0,21200.0,5,30,0.717,0.866,1
NEG000724,CUST007057,5000.0,4800.0,5,7,0.752,0.798,1
NEG000725,CUST005386,12100.0,11100.0,8,30,0.796,0.925,1
NEG000726,CUST004781,55900.0,53100.0,5,15,0.814,0.836,1
NEG000727,CUST002886,201900.0,165600.0,18,0,0.842,0.945,1
NEG000728,CUST001828,10400.0,10200.0,2,0,0.658,0.625,0
NEG000729,CUST007767,5000.0,4400.0,12,30,0.652,0.94,1
NEG000730,CUST008637,142100.0,116500.0,18,45,0.85,0.98,1
NEG000731,CUST001933,16300.0,15000.0,8,0,0.673,0.802,1
NEG000732,CUST005821,26700.0,21900.0,18,0,0.799,0.958,1
NEG000733,CUST002303,7900.0,7500.0,5,0,0.797,0.785,1
NEG000734,CUST008367,5700.0,4300.0,25,0,0.325,0.953,1
NEG000735,CUST001897,15100.0,13900.0,8,30,0.667,0.899,1
NEG000736,CUST006583,24000.0,22100.0,8,15,0.791,0.888,1
NEG000737,CUST008329,28800.0,28200.0,2,7,0.624,0.639,1
NEG000738,CUST009162,14400.0,12700.0,12,30,0.801,0.957,1
NEG000739,CUST009181,5200.0,4300.0,18,30,0.746,0.979,1
NEG000740,CUST003398,23700.0,22500.0,5,30,0.365,0.727,0
NEG000741,CUST001998,295500.0,242300.0,18,30,0.804,0.966,1
NEG000742,CUST008642,12200.0,10000.0,18,45,0.662,0.98,1
NEG000743,CUST002857,6600.0,5400.0,18,15,0.639,0.96,1
NEG000744,CUST008248,29500.0,28000.0,5,0,0.835,0.793,1
NEG000745,CUST004823,36100.0,31800.0,12,30,0.674,0.939,0
NEG000746,CUST007283,28200.0,23100.0,18,15,0.379,0.922,1
NEG000747,CUST003677,48300.0,44400.0,8,30,0.739,0.908,1
NEG000748,CUST006582,26400.0,23200.0,12,45,0.739,0.965,1
NEG000749,CUST000172,32300.0,29700.0,8,15,0.799,0.889,1
NEG000750,CUST002214,20400.0,19400.0,5,15,0.628,0.776,1
NEG000751,CUST006537,24100.0,18100.0,25,0,0.299,0.948,1
NEG000752,CUST004512,11400.0,11200.0,2,7,0.705,0.693,1
NEG000753,CUST003093,61200.0,50200.0,18,0,0.693,0.942,1
NEG000754,CUST004242,5000.0,4400.0,12,15,0.677,0.918,1
NEG000755,CUST000722,7600.0,7000.0,8,0,0.664,0.801,0
NEG000756,CUST001698,11300.0,9900.0,12,0,0.802,0.91,1
NEG000757,CUST008260,10600.0,9300.0,12,0,0.661,0.876,1
NEG000758,CUST004451,13900.0,13900.0,0,15,0.635,0.636,0
NEG000759,CUST006155,12500.0,12500.0,0,15,0.663,0.652,1
NEG000760,CUST007720,9500.0,7800.0,18,15,0.716,0.966,1
NEG000761,CUST003702,42500.0,39100.0,8,0,0.625,0.772,1
NEG000762,CUST004023,37400.0,36700.0,2,30,0.805,0.834,1
NEG000763,CUST000948,22100.0,21700.0,2,30,0.735,0.814,1
NEG000764,CUST006324,14700.0,14700.0,0,0,0.377,0.38,0
NEG000765,CUST009981,51300.0,48700.0,5,7,0.78,0.793,1
NEG000766,CUST004622,18400.0,16900.0,8,7,0.727,0.847,1
NEG000767,CUST003977,94800.0,87200.0,8,7,0.824,0.856,1
NEG000768,CUST005566,127300.0,117100.0,8,30,0.824,0.911,1
NEG000769,CUST006119,34700.0,31900.0,8,0,0.805,0.844,1
NEG000770,CUST007189,55100.0,48500.0,12,30,0.387,0.878,1
NEG000771,CUST000226,16100.0,14800.0,8,7,0.767,0.86,1
NEG000772,CUST009759,18400.0,17500.0,5,45,0.869,0.934,1
