transaction_id,customer_id,amount,timestamp,payment_method,status,device,city
TXN0005261,CUST006837,1100.0,2026-02-06 13:50:11,Wallet,abandoned,iOS,Lucknow
TXN0005262,CUST003614,940.0,2026-08-26 14:45:02,UPI,success,iOS,Kolkata
TXN0005263,CUST009768,1720.0,2026-07-31 04:52:47,Card,success,Android,Pune
TXN0005264,CUST003103,2580.0,2026-08-20 03:31:13,UPI,success,iOS,Bangalore
TXN0005265,CUST004787,2690.0,2026-08-14 00:37:39,UPI,success,iOS,Kolkata
TXN0005266,CUST005261,1530.0,2026-08-23 02:51:29,UPI,success,Android,Nagpur
TXN0005267,CUST008356,630.0,2026-08-31 03:35:40,Card,success,Android,Hyderabad
TXN0005268,CUST009731,2030.0,2026-08-21 20:16:55,UPI,success,iOS,Hyderabad
TXN0005269,CUST004803,1910.0,2026-01-26 18:35:26,UPI,abandoned,Android,Lucknow
TXN0005270,CUST006951,960.0,2026-08-07 17:03:04,NetBanking,failed,Android,Bangalore
TXN0005271,CUST006429,1070.0,2026-08-15 02:36:54,Card,success,iOS,Kolkata
TXN0005272,CUST001249,700.0,2026-08-17 06:05:16,Card,success,Android,Bangalore
TXN0005273,CUST005753,970.0,2026-07-19 23:09:29,Card,abandoned,Android,Delhi
TXN0005274,CUST008792,960.0,2026-08-30 08:56:56,UPI,success,Desktop,Pune
TXN0005275,CUST009558,1640.0,2026-08-27 12:42:51,NetBanking,success,Android,Hyderabad
TXN0005276,CUST008790,1570.0,2026-07-21 20:36:19,UPI,success,Desktop,Pune
TXN0005277,CUST000993,1880.0,2026-08-28 00:16:28,UPI,failed,Android,Chennai
TXN0005278,CUST005803,2870.0,2026-08-23 08:36:00,UPI,success,Android,Chennai
TXN0005279,CUST007261,2690.0,2026-04-28 08:50:36,Card,success,iOS,Indore
TXN0005280,CUST002429,1600.0,2026-08-20 02:21:02,Card,abandoned,iOS,Kolkata
TXN0005281,CUST007730,2780.0,2026-08-07 22:53:31,UPI,success,Desktop,Kolkata
TXN0005282,CUST003160,590.0,2026-07-27 21:25:21,UPI,failed,iOS,Pune
TXN0005283,CUST008944,1040.0,2026-07-29 17:58:36,NetBanking,success,Desktop,Delhi
TXN0005284,CUST000904,1420.0,2026-07-27 12:23:20,UPI,success,Desktop,Mumbai
TXN0005285,CUST006946,1270.0,2026-07-31 09:15:08,Card,success,Android,Pune
TXN0005286,CUST002976,1920.0,2026-08-27 08:27:23,UPI,success,Android,Delhi
TXN0005287,CUST004449,1530.0,2026-08-25 00:58:52,UPI,success,Desktop,Kolkata
TXN0005288,CUST003765,1600.0,2026-02-01 12:53:37,Wallet,success,Android,Chennai
TXN0005289,CUST003149,1550.0,2026-08-17 06:37:27,Card,failed,Android,Ahmedabad
TXN0005290,CUST000056,3940.0,2026-08-28 04:10:54,UPI,success,iOS,Lucknow
TXN0005291,CUST004765,1500.0,2026-08-15 14:12:50,Wallet,success,iOS,Pune
TXN0005292,CUST002190,1520.0,2026-06-03 22:49:05,NetBanking,success,iOS,Mumbai
TXN0005293,CUST000428,680.0,2026-07-27 08:59:18,UPI,success,Android,Ahmedabad
TXN0005294,CUST002358,580.0,2026-08-27 18:55:09,NetBanking,success,Android,Delhi
TXN0005295,CUST009806,980.0,2026-08-31 21:52:44,Card,success,Android,Delhi
TXN0005296,CUST002143,990.0,2026-07-24 00:00:22,Card,failed,iOS,Chennai
TXN0005297,CUST008954,530.0,2026-08-11 07:25:48,Wallet,abandoned,Android,Jaipur
TXN0005298,CUST001703,1190.0,2026-07-13 20:15:18,Card,success,iOS,Bangalore
TXN0005299,CUST005008,3300.0,2026-08-22 06:46:52,NetBanking,success,Android,Delhi
TXN0005300,CUST006151,3540.0,2026-07-30 09:22:37,UPI,success,Android,Ahmedabad
TXN0005301,CUST008300,440.0,2026-07-22 19:17:22,UPI,success,iOS,Kolkata
TXN0005302,CUST009920,1140.0,2026-08-09 11:46:07,Card,abandoned,Android,Indore
TXN0005303,CUST006918,2360.0,2026-07-30 01:55:54,Card,success,Android,Lucknow
TXN0005304,CUST005758,350.0,2026-08-28 10:14:54,UPI,success,Android,Indore
TXN0005305,CUST007279,770.0,2026-08-06 10:55:31,UPI,failed,Desktop,Kolkata
TXN0005306,CUST003501,1530.0,2026-07-07 09:54:44,UPI,abandoned,Android,Pune
TXN0005307,CUST004477,970.0,2026-08-04 01:16:54,UPI,abandoned,Android,Delhi
TXN0005308,CUST005710,2620.0,2026-07-31 23:12:42,Card,success,Android,Ahmedabad
TXN0005309,CUST001823,1240.0,2026-06-24 18:18:59,NetBanking,success,Android,Pune
TXN0005310,CUST007767,2520.0,2026-08-07 01:45:52,UPI,failed,Android,Pune
TXN0005311,CUST002809,2020.0,2026-08-29 22:15:10,UPI,abandoned,iOS,Indore
TXN0005312,CUST009472,830.0,2026-05-23 13:45:30,NetBanking,success,Android,Bangalore
TXN0005313,CUST009377,2520.0,2026-07-01 13:41:18,UPI,abandoned,iOS,Pune
TXN0005314,CUST005392,2520.0,2026-06-08 11:16:45,UPI,failed,Android,Pune
TXN0005315,CUST008817,1430.0,2026-08-27 16:17:03,UPI,success,Android,Kolkata
TXN0005316,CUST003284,4260.0,2026-07-02 02:38:30,Card,failed,Desktop,Nagpur
TXN0005317,CUST006984,3190.0,2026-08-15 09:00:10,UPI,success,iOS,Pune
TXN0005318,CUST005820,520.0,2026-07-31 05:58:37,NetBanking,success,Android,Pune
TXN0005319,CUST002092,430.0,2026-08-29 13:19:27,UPI,success,iOS,Pune
TXN0005320,CUST004682,440.0,2026-02-17 00:52:56,UPI,success,iOS,Pune
TXN0005321,CUST006376,740.0,2026-08-28 15:26:02,Card,success,iOS,Mumbai
TXN0005322,CUST004316,1000.0,2026-08-04 23:07:31,Card,success,Desktop,Indore
TXN0005323,CUST008823,1740.0,2026-08-30 03:59:09,Card,success,Android,Kolkata
TXN0005324,CUST006501,570.0,2026-07-07 19:41:24,UPI,success,Android,Hyderabad
TXN0005325,CUST005065,930.0,2026-08-29 07:29:27,NetBanking,success,iOS,Pune
TXN0005326,CUST006597,590.0,2026-08-05 07:32:41,NetBanking,success,iOS,Bangalore
TXN0005327,CUST008410,690.0,2026-07-27 09:07:24,UPI,failed,Android,Hyderabad
TXN0005328,CUST004618,2960.0,2026-08-30 16:16:00,UPI,success,Desktop,Chennai
TXN0005329,CUST000091,1000.0,2026-07-16 06:04:28,NetBanking,abandoned,Android,Chennai
TXN0005330,CUST004127,2030.0,2026-08-12 05:02:02,UPI,success,iOS,Ahmedabad
TXN0005331,CUST002636,950.0,2026-08-19 10:40:18,UPI,success,Android,Lucknow
TXN0005332,CUST000306,3230.0,2026-08-13 17:49:51,Card,failed,Android,Lucknow
TXN0005333,CUST002924,750.0,2026-05-31 15:44:13,Card,success,Android,Mumbai
TXN0005334,CUST002048,1300.0,2026-08-15 17:23:24,UPI,success,iOS,Delhi
TXN0005335,CUST007672,1410.0,2026-08-13 11:06:58,Card,success,Android,Hyderabad
TXN0005336,CUST007505,3490.0,2026-08-27 02:17:07,UPI,success,Desktop,Pune
TXN0005337,CUST003389,1500.0,2026-07-04 22:16:56,UPI,success,Android,Delhi
TXN0005338,CUST000682,4500.0,2026-08-19 23:41:02,UPI,success,iOS,Delhi
TXN0005339,CUST004056,2460.0,2026-08-28 16:21:55,UPI,success,Android,Chennai
TXN0005340,CUST008134,1380.0,2026-08-27 17:30:39,Card,success,Android,Bangalore
TXN0005341,CUST002276,1630.0,2026-04-10 01:47:49,Card,abandoned,Android,Bangalore
TXN0005342,CUST005393,2410.0,2026-08-06 07:15:38,Wallet,success,Android,Ahmedabad
TXN0005343,CUST004140,4090.0,2026-08-30 14:44:13,UPI,success,Android,Nagpur
TXN0005344,CUST002154,2830.0,2026-08-24 18:44:59,UPI,success,iOS,Mumbai
TXN0005345,CUST004546,1300.0,2026-08-29 18:17:32,UPI,success,iOS,Lucknow
TXN0005346,CUST004432,1570.0,2026-07-21 19:35:21,Card,abandoned,Android,Lucknow
TXN0005347,CUST007870,1960.0,2026-08-23 19:30:25,UPI,success,Android,Bangalore
TXN0005348,CUST000727,790.0,2026-07-28 20:50:23,Card,success,Android,Hyderabad
TXN0005349,CUST002609,1550.0,2026-07-18 13:09:32,UPI,success,iOS,Indore
TXN0005350,CUST005025,1240.0,2026-08-29 18:58:41,Card,success,iOS,Kolkata
TXN0005351,CUST000866,3390.0,2026-08-18 05:30:49,UPI,success,Android,Jaipur
TXN0005352,CUST008135,3330.0,2026-08-12 09:47:09,UPI,success,Android,Jaipur
TXN0005353,CUST009258,2740.0,2026-08-16 20:38:34,UPI,failed,Android,Pune
TXN0005354,CUST005635,1910.0,2026-08-27 22:50:36,UPI,abandoned,Android,Jaipur
TXN0005355,CUST009989,850.0,2026-08-28 07:20:31,NetBanking,success,Android,Nagpur
TXN0005356,CUST005587,980.0,2026-08-18 19:41:08,NetBanking,success,Android,Bangalore
TXN0005357,CUST000762,1500.0,2026-08-29 19:21:03,UPI,success,iOS,Delhi
TXN0005358,CUST003556,1940.0,2026-08-13 22:42:03,UPI,failed,Android,Kolkata
TXN0005359,CUST008709,570.0,2026-02-11 11:27:56,UPI,failed,Android,Jaipur
TXN0005360,CUST003719,3150.0,2026-08-31 17:54:42,UPI,failed,Android,Pune
TXN0005361,CUST008453,1240.0,2026-08-26 21:25:27,UPI,success,Desktop,Mumbai
TXN0005362,CUST006697,1640.0,2026-08-30 01:45:43,UPI,abandoned,Desktop,Jaipur
TXN0005363,CUST000526,3000.0,2026-07-25 17:28:07,UPI,success,Android,Jaipur
TXN0005364,CUST006163,1900.0,2026-08-11 06:46:58,NetBanking,success,Android,Pune
TXN0005365,CUST001477,1850.0,2026-08-12 04:25:30,Card,success,Android,Delhi
TXN0005366,CUST002423,2520.0,2026-08-04 21:00:52,Card,success,Android,Kolkata
TXN0005367,CUST003381,1010.0,2026-08-07 12:41:17,Card,failed,Android,Bangalore
TXN0005368,CUST006512,1250.0,2026-07-27 14:55:56,Wallet,failed,Android,Jaipur
TXN0005369,CUST005817,920.0,2026-08-12 02:43:55,Card,success,Android,Nagpur
TXN0005370,CUST001566,580.0,2026-08-24 17:53:38,Card,success,iOS,Mumbai
TXN0005371,CUST003537,380.0,2026-07-28 01:13:18,Card,success,iOS,Mumbai
TXN0005372,CUST005247,1350.0,2026-08-27 04:43:19,Card,success,Desktop,Jaipur
TXN0005373,CUST004975,1220.0,2026-07-24 07:00:22,UPI,success,iOS,Indore
TXN0005374,CUST006183,1360.0,2026-08-23 01:01:59,UPI,success,Android,Kolkata
TXN0005375,CUST005256,1480.0,2026-06-16 06:48:53,UPI,success,Android,Lucknow
TXN0005376,CUST001393,1030.0,2026-08-29 18:37:37,UPI,success,Android,Mumbai
TXN0005377,CUST003299,880.0,2026-08-07 02:05:46,Card,success,iOS,Indore
TXN0005378,CUST002400,2620.0,2026-08-03 03:56:56,UPI,success,Desktop,Pune
TXN0005379,CUST008826,1170.0,2026-07-17 14:19:26,Wallet,success,iOS,Bangalore
TXN0005380,CUST007205,670.0,2026-07-18 17:32:50,Card,abandoned,Android,Bangalore
TXN0005381,CUST003124,1960.0,2026-08-19 19:53:00,NetBanking,success,Desktop,Mumbai
TXN0005382,CUST004101,430.0,2026-08-12 09:48:20,Card,success,Desktop,Indore
TXN0005383,CUST006107,430.0,2026-08-30 07:56:25,UPI,success,Android,Indore
TXN0005384,CUST007746,3040.0,2026-07-30 10:32:58,UPI,abandoned,Android,Jaipur
TXN0005385,CUST004162,1700.0,2026-07-25 22:02:07,Card,success,Android,Pune
TXN0005386,CUST005460,2820.0,2026-03-25 05:07:52,UPI,success,iOS,Mumbai
TXN0005387,CUST008828,2390.0,2026-08-29 02:09:23,UPI,success,Android,Indore
TXN0005388,CUST006218,3430.0,2026-08-16 15:24:33,NetBanking,success,Android,Hyderabad
TXN0005389,CUST000257,890.0,2026-08-24 00:04:16,Card,success,Android,Nagpur
TXN0005390,CUST005144,1310.0,2026-07-11 11:38:40,UPI,success,Desktop,Nagpur
TXN0005391,CUST007311,540.0,2026-08-30 15:55:51,Card,failed,iOS,Indore
TXN0005392,CUST009257,2160.0,2026-05-27 08:12:01,Wallet,failed,iOS,Nagpur
TXN0005393,CUST000296,890.0,2026-08-22 17:04:51,Card,abandoned,Android,Pune
TXN0005394,CUST009666,2220.0,2026-08-08 07:18:50,UPI,success,Android,Lucknow
TXN0005395,CUST005257,2600.0,2026-07-25 10:15:09,UPI,success,Desktop,Lucknow
TXN0005396,CUST006527,510.0,2026-08-24 07:15:32,UPI,failed,iOS,Mumbai
TXN0005397,CUST006464,620.0,2026-08-28 08:10:44,UPI,success,Android,Delhi
TXN0005398,CUST000179,860.0,2026-08-06 07:21:21,UPI,success,iOS,Chennai
TXN0005399,CUST001583,910.0,2026-08-26 09:47:20,Card,success,Android,Chennai
TXN0005400,CUST001966,1040.0,2026-05-11 01:55:34,UPI,success,iOS,Hyderabad
TXN0005401,CUST008571,1910.0,2026-08-02 02:46:11,UPI,success,Android,Chennai
TXN0005402,CUST002771,920.0,2026-08-25 23:28:01,UPI,abandoned,Android,Indore
TXN0005403,CUST004039,1330.0,2026-08-01 12:30:53,UPI,success,Android,Indore
TXN0005404,CUST002809,2890.0,2026-08-16 10:44:41,UPI,success,iOS,Indore
TXN0005405,CUST000483,1200.0,2026-07-21 22:14:45,NetBanking,success,iOS,Ahmedabad
TXN0005406,CUST006586,1570.0,2026-07-19 03:18:38,UPI,success,iOS,Delhi
TXN0005407,CUST003427,920.0,2026-08-26 22:24:00,UPI,success,Android,Pune
TXN0005408,CUST001433,1150.0,2026-02-15 04:35:02,UPI,success,Android,Pune
TXN0005409,CUST004787,790.0,2026-06-15 18:05:12,NetBanking,failed,Android,Kolkata
TXN0005410,CUST006806,2470.0,2026-08-10 10:23:42,UPI,failed,iOS,Pune
TXN0005411,CUST004498,460.0,2026-08-11 00:13:08,NetBanking,failed,Android,Kolkata
TXN0005412,CUST005112,1850.0,2026-08-27 23:10:43,UPI,abandoned,Android,Hyderabad
TXN0005413,CUST004202,660.0,2026-06-06 02:10:54,Card,success,Android,Hyderabad
TXN0005414,CUST002514,280.0,2026-08-28 19:41:38,UPI,success,Android,Ahmedabad
TXN0005415,CUST002108,1010.0,2026-08-14 16:18:49,NetBanking,success,Android,Pune
TXN0005416,CUST008081,1910.0,2026-08-28 22:54:36,Card,success,iOS,Mumbai
TXN0005417,CUST000430,890.0,2026-07-30 00:13:46,UPI,success,Android,Kolkata
TXN0005418,CUST005140,3770.0,2026-07-19 01:26:52,NetBanking,success,iOS,Pune
TXN0005419,CUST009169,4370.0,2026-08-17 23:45:13,UPI,success,iOS,Kolkata
TXN0005420,CUST009735,2950.0,2026-03-04 14:36:21,UPI,success,Desktop,Kolkata
TXN0005421,CUST000283,4050.0,2026-07-06 13:07:38,UPI,success,Android,Jaipur
TXN0005422,CUST003087,1570.0,2026-08-07 20:56:35,UPI,abandoned,Android,Indore
TXN0005423,CUST002252,1060.0,2026-07-14 17:17:39,Card,success,Android,Lucknow
TXN0005424,CUST009091,2070.0,2026-08-09 02:38:51,Wallet,success,Android,Lucknow
TXN0005425,CUST004274,1130.0,2026-08-23 17:50:43,Wallet,abandoned,iOS,Pune
TXN0005426,CUST001007,1580.0,2026-07-26 20:51:38,UPI,abandoned,Desktop,Chennai
TXN0005427,CUST000210,1760.0,2026-08-06 04:33:51,Wallet,success,Android,Pune
TXN0005428,CUST006400,1420.0,2026-08-05 08:13:57,UPI,success,Android,Ahmedabad
TXN0005429,CUST009995,1530.0,2026-08-16 10:24:12,UPI,success,Android,Pune
TXN0005430,CUST000400,1180.0,2026-08-30 15:37:22,Card,abandoned,Android,Pune
TXN0005431,CUST009165,1180.0,2026-08-26 10:30:03,UPI,success,iOS,Lucknow
TXN0005432,CUST005045,3360.0,2026-08-25 10:33:54,UPI,failed,iOS,Delhi
TXN0005433,CUST006555,1460.0,2026-08-29 04:49:26,UPI,failed,iOS,Pune
TXN0005434,CUST009493,1100.0,2026-08-25 05:51:55,UPI,failed,Android,Mumbai
TXN0005435,CUST008326,1360.0,2026-07-13 00:59:18,UPI,failed,iOS,Hyderabad
TXN0005436,CUST006910,800.0,2026-08-11 21:45:24,Card,success,Android,Hyderabad
TXN0005437,CUST004743,1020.0,2026-07-05 11:30:22,Wallet,abandoned,Desktop,Kolkata
TXN0005438,CUST003971,1250.0,2026-08-29 08:31:50,Wallet,success,Desktop,Delhi
TXN0005439,CUST003370,1100.0,2026-08-29 13:45:40,UPI,success,Android,Kolkata
TXN0005440,CUST002333,820.0,2026-07-20 04:41:18,Card,failed,Android,Hyderabad
TXN0005441,CUST001063,1890.0,2026-08-21 15:36:28,UPI,success,Android,Nagpur
TXN0005442,CUST006162,1760.0,2026-08-26 09:44:36,Wallet,success,Android,Hyderabad
TXN0005443,CUST007496,2020.0,2026-08-03 10:56:41,UPI,failed,Android,Lucknow
TXN0005444,CUST007882,2270.0,2026-02-07 11:14:57,UPI,success,Desktop,Jaipur
TXN0005445,CUST002166,3300.0,2026-05-30 17:13:18,UPI,success,Android,Ahmedabad
TXN0005446,CUST000207,2130.0,2026-08-19 15:59:50,UPI,abandoned,iOS,Delhi
TXN0005447,CUST007351,2870.0,2026-05-22 15:46:31,Card,success,Android,Lucknow
TXN0005448,CUST004151,1940.0,2026-08-23 22:28:17,UPI,success,iOS,Ahmedabad
TXN0005449,CUST002083,600.0,2026-08-20 21:46:40,UPI,success,Android,Pune
TXN0005450,CUST008225,2140.0,2026-07-27 09:03:55,UPI,failed,Desktop,Indore
TXN0005451,CUST007118,2300.0,2026-08-11 21:39:46,Card,abandoned,iOS,Pune
TXN0005452,CUST007009,2610.0,2026-01-10 11:29:53,UPI,success,Desktop,Chennai
TXN0005453,CUST007586,3150.0,2026-06-26 23:35:24,UPI,success,Desktop,Chennai
TXN0005454,CUST005165,2380.0,2026-06-24 20:40:13,Wallet,failed,Android,Indore
TXN0005455,CUST000331,910.0,2026-08-20 01:44:27,Card,success,Android,Indore
TXN0005456,CUST000688,970.0,2026-08-04 19:58:42,UPI,success,iOS,Lucknow
TXN0005457,CUST000269,750.0,2026-08-24 23:37:26,Card,abandoned,iOS,Kolkata
TXN0005458,CUST009827,1990.0,2026-08-22 13:01:17,UPI,success,Android,Bangalore
TXN0005459,CUST005571,980.0,2026-06-08 11:51:33,NetBanking,success,Android,Nagpur
TXN0005460,CUST001306,3010.0,2026-08-05 11:23:03,Wallet,success,Android,Lucknow
TXN0005461,CUST003057,2390.0,2026-08-15 21:07:02,Card,success,Android,Pune
TXN0005462,CUST001573,2260.0,2026-08-08 18:41:02,NetBanking,success,iOS,Kolkata
TXN0005463,CUST005751,590.0,2026-03-08 22:03:29,UPI,failed,Android,Ahmedabad
TXN0005464,CUST001854,920.0,2026-08-16 04:52:59,NetBanking,abandoned,iOS,Delhi
TXN0005465,CUST002573,1400.0,2026-08-11 05:28:26,Wallet,failed,Android,Chennai
TXN0005466,CUST000395,810.0,2026-01-21 21:08:41,NetBanking,success,Android,Jaipur
TXN0005467,CUST003040,1530.0,2026-08-25 05:19:54,NetBanking,success,Android,Indore
TXN0005468,CUST006370,2070.0,2026-07-22 14:08:40,Card,success,Android,Chennai
TXN0005469,CUST008527,1490.0,2026-08-27 12:24:08,UPI,success,Android,Lucknow
TXN0005470,CUST009536,390.0,2026-08-20 17:56:32,UPI,success,Android,Pune
TXN0005471,CUST000825,2510.0,2026-08-19 19:23:48,NetBanking,success,Android,Lucknow
TXN0005472,CUST003356,720.0,2026-08-25 06:43:38,UPI,abandoned,Android,Jaipur
TXN0005473,CUST005374,940.0,2026-08-16 20:17:30,UPI,abandoned,Android,Ahmedabad
TXN0005474,CUST004726,2570.0,2026-07-09 08:52:53,UPI,success,iOS,Pune
TXN0005475,CUST001653,1340.0,2026-08-28 15:39:16,UPI,success,iOS,Jaipur
TXN0005476,CUST000129,3050.0,2026-08-04 12:26:51,UPI,success,Android,Jaipur
TXN0005477,CUST006314,1820.0,2026-08-12 18:36:07,UPI,success,iOS,Indore
TXN0005478,CUST003600,1450.0,2026-08-03 09:12:07,Card,success,Desktop,Chennai
TXN0005479,CUST008846,910.0,2026-08-05 06:24:25,Wallet,success,iOS,Pune
TXN0005480,CUST006064,1680.0,2026-08-31 13:43:01,Card,success,Android,Pune
TXN0005481,CUST006066,1420.0,2026-08-13 20:34:21,Wallet,success,iOS,Jaipur
TXN0005482,CUST001405,1820.0,2026-08-24 20:28:29,UPI,failed,Android,Chennai
TXN0005483,CUST001969,1680.0,2026-06-11 18:15:47,UPI,abandoned,Android,Mumbai
TXN0005484,CUST000801,810.0,2026-08-16 20:18:57,UPI,abandoned,Android,Jaipur
TXN0005485,CUST001739,2270.0,2026-08-21 00:24:07,NetBanking,success,iOS,Kolkata
TXN0005486,CUST001323,370.0,2026-05-17 20:32:57,UPI,success,Android,Indore
TXN0005487,CUST004664,820.0,2026-08-13 03:08:07,UPI,failed,Android,Kolkata
TXN0005488,CUST009031,1880.0,2026-08-14 16:23:48,Card,success,Desktop,Delhi
TXN0005489,CUST008776,2150.0,2026-08-26 14:20:16,UPI,success,Desktop,Pune
TXN0005490,CUST007621,1790.0,2026-08-10 15:18:28,UPI,success,Android,Kolkata
TXN0005491,CUST005191,2140.0,2026-08-19 02:21:11,UPI,failed,iOS,Nagpur
TXN0005492,CUST003295,2370.0,2026-08-29 22:44:25,UPI,success,iOS,Lucknow
TXN0005493,CUST003739,3290.0,2026-08-13 06:32:34,UPI,success,Desktop,Hyderabad
TXN0005494,CUST002723,2430.0,2026-07-16 08:51:28,NetBanking,success,Desktop,Lucknow
TXN0005495,CUST005278,540.0,2026-08-27 00:35:10,Card,success,Android,Jaipur
TXN0005496,CUST005115,600.0,2026-08-18 00:16:50,UPI,success,iOS,Lucknow
TXN0005497,CUST003895,460.0,2026-08-07 22:21:03,UPI,success,Android,Ahmedabad
TXN0005498,CUST006333,1270.0,2026-07-26 19:14:16,UPI,success,Android,Hyderabad
TXN0005499,CUST003023,350.0,2026-08-16 10:37:34,UPI,abandoned,Android,Lucknow
TXN0005500,CUST000601,610.0,2026-08-28 01:24:37,Card,success,iOS,Jaipur
TXN0005501,CUST001690,1060.0,2026-07-30 13:19:53,UPI,success,Android,Nagpur
TXN0005502,CUST001177,1620.0,2026-08-26 18:22:43,UPI,success,iOS,Chennai
TXN0005503,CUST001633,3130.0,2026-08-26 15:52:33,NetBanking,abandoned,Desktop,Lucknow
TXN0005504,CUST000861,440.0,2026-07-12 15:08:41,Card,success,Desktop,Kolkata
TXN0005505,CUST009149,960.0,2026-07-05 01:57:30,Wallet,success,Desktop,Hyderabad
TXN0005506,CUST005975,3160.0,2026-08-10 05:18:48,UPI,failed,Desktop,Hyderabad
TXN0005507,CUST004500,1200.0,2026-08-21 19:02:48,UPI,success,Android,Indore
TXN0005508,CUST002523,960.0,2026-08-22 18:53:20,UPI,failed,Android,Mumbai
TXN0005509,CUST001267,3220.0,2026-08-12 22:48:23,UPI,abandoned,iOS,Kolkata
TXN0005510,CUST001791,4120.0,2026-08-23 01:03:42,Card,success,Android,Pune
TXN0005511,CUST001430,870.0,2026-06-23 20:48:22,Card,success,iOS,Indore
TXN0005512,CUST009151,2370.0,2026-08-25 13:56:43,UPI,success,iOS,Lucknow
TXN0005513,CUST002357,1150.0,2026-08-21 13:44:04,UPI,success,Android,Delhi
TXN0005514,CUST002107,1390.0,2026-08-13 03:36:19,Wallet,success,Android,Pune
TXN0005515,CUST006087,1310.0,2026-07-23 12:20:31,UPI,success,Desktop,Chennai
TXN0005516,CUST006461,790.0,2026-07-27 18:22:40,UPI,success,Desktop,Ahmedabad
TXN0005517,CUST008601,770.0,2026-08-11 19:15:44,UPI,success,iOS,Lucknow
TXN0005518,CUST000032,850.0,2026-08-26 08:05:02,Card,abandoned,Android,Nagpur
TXN0005519,CUST004967,1430.0,2026-07-26 04:00:12,Card,success,Android,Chennai
TXN0005520,CUST004621,2950.0,2026-08-02 19:07:07,UPI,success,Android,Hyderabad
TXN0005521,CUST004356,1320.0,2026-07-24 07:53:39,NetBanking,failed,iOS,Mumbai
TXN0005522,CUST008388,3370.0,2026-08-25 01:11:14,Wallet,success,Android,Bangalore
TXN0005523,CUST009446,2900.0,2026-07-17 17:48:17,UPI,success,iOS,Jaipur
TXN0005524,CUST007576,1110.0,2026-06-13 10:14:15,Wallet,success,Desktop,Pune
TXN0005525,CUST007698,1850.0,2026-08-29 05:13:09,Card,success,Android,Bangalore
TXN0005526,CUST005085,1570.0,2026-08-22 07:57:40,UPI,success,Desktop,Bangalore
TXN0005527,CUST008827,1040.0,2026-08-08 09:04:10,NetBanking,success,Android,Kolkata
TXN0005528,CUST006618,1760.0,2026-08-16 05:55:30,UPI,success,iOS,Chennai
TXN0005529,CUST007588,1470.0,2026-08-10 20:11:42,UPI,failed,Desktop,Jaipur
TXN0005530,CUST003162,640.0,2026-07-12 23:40:06,UPI,success,Android,Pune
TXN0005531,CUST002560,720.0,2026-04-19 06:35:05,UPI,success,Android,Ahmedabad
TXN0005532,CUST002901,1010.0,2026-08-22 17:43:44,Card,success,Android,Jaipur
TXN0005533,CUST005850,660.0,2026-08-30 13:02:22,Card,success,Android,Indore
TXN0005534,CUST003824,4000.0,2026-03-13 20:46:48,Wallet,success,Android,Delhi
TXN0005535,CUST005605,4280.0,2026-08-14 19:17:02,NetBanking,success,iOS,Bangalore
TXN0005536,CUST001802,1230.0,2026-08-07 07:20:03,UPI,success,Android,Bangalore
TXN0005537,CUST009905,3550.0,2026-08-24 16:12:17,UPI,success,Desktop,Chennai
TXN0005538,CUST004355,660.0,2026-08-24 10:33:07,UPI,success,Android,Ahmedabad
TXN0005539,CUST002206,1410.0,2026-08-10 07:27:36,Card,success,Android,Chennai
TXN0005540,CUST006336,500.0,2026-08-22 23:40:02,UPI,failed,Android,Indore
TXN0005541,CUST002845,3700.0,2026-08-26 16:35:42,NetBanking,success,iOS,Hyderabad
TXN0005542,CUST006775,2940.0,2026-08-12 14:16:12,Card,success,Desktop,Nagpur
TXN0005543,CUST001781,1600.0,2026-08-01 09:55:34,Card,failed,iOS,Mumbai
TXN0005544,CUST000064,1720.0,2026-07-10 11:26:31,UPI,failed,iOS,Hyderabad
TXN0005545,CUST002023,740.0,2026-03-04 15:28:46,UPI,success,Android,Pune
TXN0005546,CUST006636,780.0,2026-07-21 22:09:57,UPI,abandoned,Android,Chennai
TXN0005547,CUST007491,1740.0,2026-08-31 02:31:13,UPI,success,Android,Hyderabad
TXN0005548,CUST000803,1370.0,2026-07-19 01:27:10,UPI,success,Desktop,Ahmedabad
TXN0005549,CUST003039,710.0,2026-08-25 05:20:19,UPI,abandoned,Android,Delhi
TXN0005550,CUST004335,2840.0,2026-08-13 07:40:56,UPI,success,Desktop,Lucknow
TXN0005551,CUST001898,1260.0,2026-08-16 15:47:21,UPI,success,iOS,Hyderabad
TXN0005552,CUST005836,1430.0,2026-08-06 13:22:26,UPI,success,Android,Jaipur
TXN0005553,CUST006888,750.0,2026-08-02 22:19:53,UPI,abandoned,Android,Kolkata
TXN0005554,CUST001154,2410.0,2026-08-09 08:25:55,Card,failed,Desktop,Delhi
TXN0005555,CUST008572,880.0,2026-08-17 22:17:12,UPI,failed,Android,Jaipur
TXN0005556,CUST006258,270.0,2026-08-06 13:13:19,UPI,abandoned,iOS,Kolkata
TXN0005557,CUST009660,710.0,2026-08-23 06:23:44,Card,success,iOS,Nagpur
TXN0005558,CUST006319,1320.0,2026-08-19 11:56:25,NetBanking,success,iOS,Pune
TXN0005559,CUST007993,2320.0,2026-07-21 01:37:36,UPI,abandoned,Android,Pune
TXN0005560,CUST004025,590.0,2026-08-30 22:34:15,Wallet,abandoned,Android,Lucknow
